ID,Parent Sector,Parent Sector (2),Parent Sector (3),Sub Sector (1),Sub Sector (2),Sub Sector (3),Sub Sector (4),Sector Source,Products,Products (2),Project Name,Slug,Organization,Origin,Notes,Comments
1661,"Digital, Data, and Technology",Health,,Data Collection,Data Management and Policy,Infectious Diseases,,,DHIS2,,DHIS2 for COVID-19 Surveillance: Cabo Verde,dhis2_for_covid19_surveillance_c,"John Snow, Inc. (JSI); Israels Ministry of Health",Digital Health Atlas,,
1662,"Digital, Data, and Technology",Health,,Data Collection,Data Management and Policy,Infectious Diseases,,,DHIS2,,DHIS2 for COVID-19 Surveillance: Cameroun (in development),dhis2_for_covid19_surveillance_c,"John Snow, Inc. (JSI); Israels Ministry of Health",Digital Health Atlas,,
1663,"Digital, Data, and Technology",Health,,Data Collection,Data Management and Policy,Infectious Diseases,,,DHIS2,,DHIS2 for COVID-19 Surveillance: Burkina Faso,dhis2_for_covid19_surveillance_b,"John Snow, Inc. (JSI)",Digital Health Atlas,,
1664,"Digital, Data, and Technology",Health,,Data Collection,Data Management and Policy,Infectious Diseases,,,DHIS2,,DHIS2 for COVID-19 Surveillance: Botswana,dhis2_for_covid19_surveillance_b,"John Snow, Inc. (JSI); Israels Ministry of Health",Digital Health Atlas,,
1665,"Digital, Data, and Technology",Health,,Data Collection,Data Management and Policy,Infectious Diseases,,,DHIS2,,DHIS2 for COVID-19 Surveillance: Bangladesh,dhis2_for_covid19_surveillance_b,"John Snow, Inc. (JSI); Israels Ministry of Health",Digital Health Atlas,,
1666,"Digital, Data, and Technology",Health,,Data Collection,,,,,DHIS2,,Post disaster IDSR Strengthening in 14 targeted districts of Malawi,post_disaster_idsr_strengthening,Israels Ministry of Health,Digital Health Atlas,,
1667,"Digital, Data, and Technology",Health,Work and Employment,Data Collection,Data Management,Training and Employment,,,,,Impilo EHR,impilo_ehr,Dimagi; World Health Organization (WHO),Digital Health Atlas,,
1668,"Digital, Data, and Technology",Health,,Data Management and Policy,,,,,OpenMRS,,OpenMRS for EMS,openmrs_for_ems,,Digital Health Atlas,,
1669,"Digital, Data, and Technology",Health,,Data Management and Policy,Platform Creation,,,,OpenLMIS,,OpenLMIS for COVID-19 Commodities,openlmis_for_covid19_commodities,VillageReach,Digital Health Atlas,,
1670,"Digital, Data, and Technology",Health,,Platform Creation,,,,,,,InteleSafe - An app & companion website with information for health workers to stay safe on the job,intelesafe__an_app__companion_we,InteleHealth,Digital Health Atlas,"Project name different in new catalog: ""Intelehealth: Telemedicine for essential service delivery""",
1671,Health,"Digital, Data, and Technology",,Data Management and Policy,,,,,,,"Learn, Assess, Manage, Prevennt (LAMP)",learn_assess_manage_prevennt_lam,,Digital Health Atlas,,
1672,Health,"Digital, Data, and Technology",,Data Management and Policy,,,,,,,DeRegCOVID Registry,deregcovid_registry,,Digital Health Atlas,,
1673,Health,"Digital, Data, and Technology",,Platform Creation,,,,,,,The Virtual Chronic Care Continuum,the_virtual_chronic_care_continu,,Digital Health Atlas,,
1674,Health,"Digital, Data, and Technology",,Data Collection,,,,,,,ALLOCOVID,allocovid,,Digital Health Atlas,,
1675,Health,"Digital, Data, and Technology",,Data Collection,,,,,,,At-Home COVID-19 Monitoring Platform,athome_covid19_monitoring_platfo,,Digital Health Atlas,,
1676,"Digital, Data, and Technology",Health,,Data Collection,Platform Creation,Neonatal,Gender,,,,Mobile Solutions for Women and Children's Health (Mobile WACh),mobile_solutions_for_women_and_c,"Department of Global Health, University of Washington",Digital Health Atlas,,
1677,Health,,,,,,,,,,Saúde Digital MG Covid-19,sade_digital_mg_covid19,,Digital Health Atlas,,
1678,Health,,,,,,,,,,CareCR(AFYA Client Registry),carecrafya_client_registry,,Digital Health Atlas,,
1679,Health,,,,,,,,,,PHIF Telemedicine,phif_telemedicine,,Digital Health Atlas,,
1680,Health,,,,,,,,,,Immunisation Pass,immunisation_pass,,Digital Health Atlas,,
1681,"Digital, Data, and Technology",Health,,Data Management and Policy,,,,,OpenMRS,,OpenMRS (Global),openmrs_global,OpenMRS,Digital Health Atlas,,
1682,Health,"Digital, Data, and Technology",,,,,,,,,Secure Health Passport,secure_health_passport,,Digital Health Atlas,,
1683,Health,"Digital, Data, and Technology",,Platform Creation,,,,,,,COVID Near You,covid_near_you,,Digital Health Atlas,,
1684,"Digital, Data, and Technology",Health,,Platform Creation,Data Management and Policy,,,,HAPI FHIR,,Particle Health,particle_health,,Digital Health Atlas,,
1685,Health,,,,,,,,,,DawaSure,dawasure,,Digital Health Atlas,,
1686,Health,,,,,,,,,,Wysa,wysa,,Digital Health Atlas,,
1687,Health,,,,,,,,,,Case.io,caseio,,Digital Health Atlas,,
1688,"Digital, Data, and Technology",Health,,Neonatal,Platform Creation,,,,,,Online Reservation App (ORA) - client-facing appointment booking with clinic reporting & case management,online_reservation_app_ora__clie,Maternity Foundation; Pathfinder International; Dimagi; FHI 360,Digital Health Atlas,,
1689,Health,,,,,,,,,,Recare platform for hospital transfers,recare_platform_for_hospital_tra,,Digital Health Atlas,,
1690,"Digital, Data, and Technology",Health,,Platform Creation,Data Management and Policy,Infectious Diseases,,,CommCare; OpenHIM; RapidPro,,HealthConnect for COVID-19,healthconnect_for_covid19,"VillageReach; John Snow, Inc. (JSI); World Health Organization (WHO); Tropical Health and Education Trust (THET); Inter-American Development Bank (IADB); Praekelt.org",Digital Health Atlas,,
1691,"Digital, Data, and Technology",Health,,Platform Creation,Childcare,Gender,Data Collection,,Medic Mobile,,Jamii ni Afya,jamii_ni_afya,Medic Mobile; Inter-American Development Bank (IADB); D-Tree International,Digital Health Atlas,,
1692,"Digital, Data, and Technology",Health,,Data Collection,Platform Creation,,,,RapidPro,,Living Goods- Community Health Innovation Network (CHIN),living_goods_community_health_in,Inter-American Development Bank (IADB); Living Goods,Digital Health Atlas,,
1693,Health,,,,,,,,,,CITIZEN APP,citizen_app,,Digital Health Atlas,,
1694,"Digital, Data, and Technology",Health,,Data Management and Policy,Infectious Diseases,,,,,,DHIS2-Covid19,dhis2covid19,World Health Organization (WHO); Pathfinder International; ThinkMD,Digital Health Atlas,,
1695,"Digital, Data, and Technology",Health,,Data Collection,Data Management and Policy,,,,DHIS2,,Bophelo-Ka-Mosebeletsi (Village Healthcare Workers) Application,bophelokamosebeletsi_village_hea,United Nations Development Programme (UNDP),Digital Health Atlas,,
1696,Health,,,,,,,,,,"WelTel - Digital Health Platform for COVID-19 case-contact tracing, monitoring and virtual support.",weltel__digital_health_platform,,Digital Health Atlas,,
1697,Health,,,,,,,,,,Medivizor,medivizor,,Digital Health Atlas,,
1698,"Digital, Data, and Technology",Health,State and Democracy (Good Governance),Data Collection,Data Management and Policy,,Transition,,OpenMRS; OpenSRP,,Rwandan digital ANC module,rwandan_digital_anc_module,Israels Ministry of Health,Digital Health Atlas,,
1699,Health,,,,,,,,,,Wellvis,wellvis,,Digital Health Atlas,,
1700,"Digital, Data, and Technology",Health,,Data Collection,Data Management and Policy,,,,DHIS2,,EADEL - EGPAF Analytics Data Engine Lesotho,eadel__egpaf_analytics_data_engi,Dimagi; World Health Organization (WHO),Digital Health Atlas,,
1701,"Digital, Data, and Technology",Health,,Platform Creation,,,,,,,RehApp (Rehabilitation Application),rehapp_rehabilitation_applicatio,Plan International; JICA,Digital Health Atlas,,
1702,"Digital, Data, and Technology",,,Data Management and Policy,,,,,,,Client Tracking Application,client_tracking_application,World Health Organization (WHO); Dimagi,Digital Health Atlas,,
1703,Health,,,,,,,,,,Nutri Air - Balanced Air Cluster,nutri_air__balanced_air_cluster,,Digital Health Atlas,,
1704,"Digital, Data, and Technology",Health,,Platform Creation,Infectious Diseases,,,,,,CovidConnect,covidconnect,PharmAccess Foundation ,Digital Health Atlas,,
1705,"Digital, Data, and Technology",Health,,Data Management and Policy,Infectious Diseases,,,,,,Immune Predictor and Tracking of test/treatments for Pandemic,immune_predictor_and_tracking_of,Microsoft Open Source,Digital Health Atlas,,
1706,"Digital, Data, and Technology",Health,,Platform Creation,,,,,CommCare; OpenFn,,Lwala Community Alliance x OpenFn: Building a real-time decision support tool to strengthen healthcare in western Kenya,lwala_community_alliance_x_openf,,Digital Health Atlas,,
1707,"Digital, Data, and Technology",Health,,Platform Creation,Data Management and Policy,,,,CommCare; OpenFn,,"MiracleFeet x OpenFn: Delivering Better Patient Care With Secure, Real Time Health Data Integration",miraclefeet_x_openfn_delivering,,Digital Health Atlas,,
1708,"Digital, Data, and Technology",Health,,Data Management and Policy,Data Collection,Infectious Diseases,,,CommCare; DHIS2; OpenFn,,"SwissTPH x OpenFn: Automated, real-time data integration & disease monitoring",swisstph_x_openfn_automated_real,,Digital Health Atlas,,
1709,Health,,,,,,,,,,CovidIQ,covidiq,,Digital Health Atlas,,
1710,"Digital, Data, and Technology",Health,,Data Collection,Infectious Diseases,,,,RapidPro,,COVID-19 Service Delivery Tracker,covid19_service_delivery_tracker,,Digital Health Atlas,,
1711,Health,,,,,,,,,,LBG Covid-19 Response,lbg_covid19_response,UNICEF Innovation Fund; UNICEF Ventures Fund; Amplio,Digital Health Atlas,,
1712,"Digital, Data, and Technology",Health,,Data Collection,Data Management and Policy,,,,OpenMRS; Medic Mobile; mUzima,,KenyaEMR,kenyaemr,Dimagi; World Health Organization (WHO); Palladium,Digital Health Atlas,,
1713,"Digital, Data, and Technology",Health,,Data Collection,Data Management and Policy,,,,,,National Data Warehouse (NDWH),national_data_warehouse_ndwh,Dimagi; World Health Organization (WHO); Palladium,Digital Health Atlas,,
1714,"Digital, Data, and Technology",Health,,Data Collection,Data Management and Policy,,,,,,IQCare Solution,iqcare_solution,Dimagi; World Health Organization (WHO); Palladium,Digital Health Atlas,,
1715,"Digital, Data, and Technology",Health,,Data Management and Policy,,,,,DHIS2; OpenHIM; OpenMRS,,Rwanda Health Information Exchange System (RHIES),rwanda_health_information_exchan,World Health Organization (WHO),Digital Health Atlas,,
1716,"Digital, Data, and Technology",Health,,Data Collection,,,,,DHIS2,,Data Exchange and Integration Project (DXP),data_exchange_and_integration_pr,Inter-American Development Bank (IADB),Digital Health Atlas,,
1717,Health,,,,,,,,,,MicroGuide platform deployment as part of the Better Health Program in Mexico,microguide_platform_deployment_a,,Digital Health Atlas,,
1718,"Digital, Data, and Technology",Health,,Platform Creation,Neonatal,,,,CommCare,,Aarleen mHealth System,aarleen_mhealth_system,Charlie Goldsmith Associates,Digital Health Atlas,,
1719,"Digital, Data, and Technology",Health,,Data Management and Policy,Infectious Diseases,,,,,,HIV Solution powered by Vantage,hiv_solution_powered_by_vantage,Dimagi,Digital Health Atlas,,
1720,"Digital, Data, and Technology",,,Data Management and Policy,,,,,,,Reference Data Manager,reference_data_manager,UNICEF Innovation Fund; Inter-American Development Bank (IADB); UNICEF Ventures Fund,Digital Health Atlas,,
1721,"Digital, Data, and Technology",Health,,Data Collection,Data Management,,,,,,UNICEF Impact Indicator Warehouse,unicef_impact_indicator_warehous,Inter-American Development Bank (IADB),Digital Health Atlas,,
1722,"Digital, Data, and Technology",Health,,Data Management and Policy,Childcare,Neonatal,,,OpenSRP,,Afya-Tek: Digital referral and decision support system using biometrics across the continuum of care,afyatek_digital_referral_and_dec,D-Tree International,Digital Health Atlas,,
1723,"Digital, Data, and Technology",Health,,Data Collection,Infectious Diseases,,,,CommCare; OpenFn,,Caris Foundation x OpenFn: Tracking Real-Time Progress of HIV-Affected Communities for the Caris Foundation,caris_foundation_x_openfn_tracki,,Digital Health Atlas,,
1724,"Digital, Data, and Technology",Health,,Data Management and Policy,,,,,,,IDeAS. Integrated Decisions and Analytics Support.,ideas_integrated_decisions_and_a,Dimagi; World Health Organization (WHO),Digital Health Atlas,,
1725,"Digital, Data, and Technology",Health,,Platform Creation,,,,,OpenMRS,,mUzima,muzima,,Digital Health Atlas,,
1726,"Digital, Data, and Technology",Health,,Platform Creation,,,,,InteleHealth,,Intelehealth: Telemedicine for essential service delivery,intelehealth_telemedicine_for_es,InteleHealth,Digital Health Atlas,,
1727,"Digital, Data, and Technology",Health,,Data Management and Policy,,,,,,,Interoperability Layer,interoperability_layer,Israels Ministry of Health; Dimagi; Palladium,Digital Health Atlas,,
1728,"Digital, Data, and Technology",Health,,Data Management and Policy,,,,,,,DWAPI,dwapi,Israels Ministry of Health; World Health Organization (WHO); Dimagi; Palladium,Digital Health Atlas,,
1729,"Digital, Data, and Technology",Health,,Data Management and Policy,Infectious Diseases,,,,,,Afya Mobile,afya_mobile,Israels Ministry of Health; Dimagi; Palladium,Digital Health Atlas,,
1730,"Digital, Data, and Technology",Health,,Platform Creation,Infectious Diseases,,,,,,ENDCORONAVIRUS.CO.KE,endcoronaviruscoke,Every1Mobile,Digital Health Atlas,,
1731,Health,,,,,,,,,,Tracking COVID19 in Syrian Refugees,tracking_covid19_in_syrian_refug,,Digital Health Atlas,,
1732,Health,,,,,,,,,,Nikshay,nikshay,World Health Organization (WHO); Inter-American Development Bank (IADB),Digital Health Atlas,,
1733,"Digital, Data, and Technology",Health,,Data Management,Infectious Diseases,,,,,,SanteIMS / OpenIZ,santeims__openiz,Inter-American Development Bank (IADB),Digital Health Atlas,,
1734,"Digital, Data, and Technology",Health,,Data Collection,Data Management and Policy,,,,DHIS2,,Tupaia,tupaia,UNICEF Innovation Fund; Bill & Melinda Gates Foundation; UNICEF Ventures Fund; United Nations Population Fund (UNFPA); Inter-American Development Bank (IADB),Digital Health Atlas,,
1735,"Digital, Data, and Technology",Health,,Data Management and Policy,,,,,,,SmartCare Electronic Health Record System,smartcare_electronic_health_reco,Catholic Relief Services (CRS); FHI 360; World Health Organization (WHO); Israels Ministry of Health,Digital Health Atlas,,
1736,"Digital, Data, and Technology",Health,,Data Collection,Neonatal,,,,OpenSRP,,Zambia Anternatal Care (ANC) Digital Adapation Project I Implementation Research,zambia_anternatal_care_anc_digit,Inter-American Development Bank (IADB); World Health Organization (WHO),Digital Health Atlas,,
1737,Health,,,,,,,,,,Leap,leap,,Digital Health Atlas,,
1738,Health,,,,,,,,,,m-Jali,mjali,,Digital Health Atlas,,
1739,Health,,,,,,,,,,IDEAL: Introducing Digital immunization information systems: Exchange And Learning from Vietnam,ideal_introducing_digital_immuni,Inter-American Development Bank (IADB),Digital Health Atlas,,
1740,Health,,,,,,,,,,COVID 19 - Safe Entry Management,covid_19__safe_entry_management,,Digital Health Atlas,,
1741,Health,,,,,,,,,,Telemeditar,telemeditar,,Digital Health Atlas,,
1742,Health,,,,,,,,,,SISTEMA INFORMATICO PERINATAL   CLAP-OPS (SIPplus),sistema_informatico_perinatal_cl,,Digital Health Atlas,,
1743,Health,,,,,,,,,,REHEAT,reheat,Zbidi-Consulting ,Digital Health Atlas,,
1744,"Digital, Data, and Technology",Health,,Data Collection,,,,,,,"USAID RHITES-N, Lango",usaid_rhitesn_lango,"John Snow, Inc. (JSI)",Digital Health Atlas,,
1745,"Digital, Data, and Technology",Health,State and Democracy (Good Governance),Data Management and Policy,Transition,,,,DHIS2,,PPPHealth4All,ppphealth4all,,Digital Health Atlas,,
1746,Health,,,,,,,,,,Moner Daktar,moner_daktar,,Digital Health Atlas,,
1747,Health,,,,,,,,,,Secure Health Marketplace,secure_health_marketplace,,Digital Health Atlas,,
1748,"Digital, Data, and Technology",Health,,Platform Creation,Childcare,,,,CommCare,,Case Management Mobile App for Children with Disabilities,case_management_mobile_app_for_c,,Digital Health Atlas,,
1749,Health,,,Infectious Diseases,,,,,,,Effective Vaccine Management (EVM) Assessment,effective_vaccine_management_evm,UNICEF Innovation Fund; UNICEF Ventures Fund; Inter-American Development Bank (IADB); World Health Organization (WHO),Digital Health Atlas,,
1750,Health,,,,,,,,,,WelTel COVID-19 home-based care cases and contact monitoring and support,weltel_covid19_homebased_care_ca,,Digital Health Atlas,,
1751,"Digital, Data, and Technology",Social Development and Education,,Platform Creation,,,,,AgroSense,,(Digital Infrastructure for Knowledge Sharing) DIKSHA,digital_infrastructure_for_knowl,,Digital Government Platform Tracker,,
1752,Health,,,,,,,,,,National Digital Health Portal,national_digital_health_portal,,Digital Government Platform Tracker,,
1753,State and Democracy (Good Governance),"Digital, Data, and Technology",,Transition,Platform Creation,,,,MET Norway Weather API; Vota Inteligente,,Michigan Bridges,michigan_bridges,,Digital Government Platform Tracker,,
1754,State and Democracy (Good Governance),,,,,,,,,,New Jersey Career Network,new_jersey_career_network,,Digital Government Platform Tracker,,
1755,State and Democracy (Good Governance),"Digital, Data, and Technology",,Transition,Platform Creation,,,,MET Norway Weather API; Vota Inteligente,,LIfeSG,lifesg,,Digital Government Platform Tracker,,
1756,"Digital, Data, and Technology",Health,,Platform Creation,,,,,OpenSRP,,Open Smart Register Platform (OpenSRP),open_smart_register_platform_ope,,Digital Government Platform Tracker,,
1757,"Digital, Data, and Technology",Health,,Data Collection,Data Management and Policy,,,,OpenMRS,,OpenMRS,openmrs,,Digital Government Platform Tracker,,
1758,"Digital, Data, and Technology",Health,,Platform Creation,,,,,LibreHealth EHR,,LibreHealth EHR,librehealth_ehr,,Digital Government Platform Tracker,,
1759,"Digital, Data, and Technology",Health,,Data Management and Policy,Infectious Diseases,,,,SORMAS,,SORMAS,sormas,Helmholtz Centre for Infection Research,Digital Government Platform Tracker,,
1760,State and Democracy (Good Governance),,,,,,,,,,OpenHIM,openhim,,Digital Government Platform Tracker,,
1761,"Digital, Data, and Technology",Health,,Data Management and Policy,,,,,,,Human Resource Information System (iHRIS),human_resource_information_syste,USAID,Digital Government Platform Tracker,,
1762,"Digital, Data, and Technology",Health,,Data Management and Policy,,,,,DHIS2,,DHIS2,dhis2,,Digital Government Platform Tracker,two entries,
1763,"Digital, Data, and Technology",Health,,Data Management and Policy,Platform Creation,,,,OpenLMIS,,OpenLMIS,openlmis,Bill & Melinda Gates Foundation; VillageReach; PATH; USAID; OpenLMIS,Digital Government Platform Tracker,,
1764,"Digital, Data, and Technology",Health,,Data Collection,Data Management and Policy,,,,Medic Mobile,,Community Health Toolkit,community_health_toolkit,Living Goods; Medic Mobile,Digital Government Platform Tracker,,
1765,"Digital, Data, and Technology",Health,,Data Management and Policy,,,,,,,Product Catalog Manaement Tool (PCMT),product_catalog_manaement_tool_p,USAID; Bill & Melinda Gates Foundation; VillageReach,Digital Government Platform Tracker,,
1766,State and Democracy (Good Governance),,,Transition,,,,,MET Norway Weather API; Vota Inteligente,,a2i,a2i,,Digital Government Platform Tracker,,
1767,State and Democracy (Good Governance),"Digital, Data, and Technology",,Transition,Platform Creation,Democracy and the rule of law,,,MET Norway Weather API; Vota Inteligente,,YourSAy,yoursay,,Digital Government Platform Tracker,,
1768,State and Democracy (Good Governance),,,Freedom of speech and access to information,,,,,,,BA Obras,ba_obras,Buenos Aires Data,Digital Government Platform Tracker,,
1769,State and Democracy (Good Governance),,,,,,,,,,i-Voting,ivoting,,Digital Government Platform Tracker,,
1770,State and Democracy (Good Governance),,,,,,,,,,NosDéputé.fr,nosdputfr,,Digital Government Platform Tracker,,
1771,"Digital, Data, and Technology",,,Data Collection,,,,,,,Open Fisca,open_fisca,etalab,Digital Government Platform Tracker,,
1772,State and Democracy (Good Governance),,,,,,,,,,Your Priorities (YRPRI),your_priorities_yrpri,,Digital Government Platform Tracker,,
1773,State and Democracy (Good Governance),"Digital, Data, and Technology",,Transition,Platform Creation,Democracy and the rule of law,,,MET Norway Weather API; Vota Inteligente,,MyGov.in,mygovin,,Digital Government Platform Tracker,,
1774,State and Democracy (Good Governance),"Digital, Data, and Technology",,Transition,Platform Creation,Media and Communication,,,MET Norway Weather API; Vota Inteligente,,e-Sampark,esampark,,Digital Government Platform Tracker,,
1775,"Digital, Data, and Technology",State and Democracy (Good Governance),,Platform Creation,Democracy and the rule of law,,,,Open Concept Lab; Open Food Facts; Open Food Source; The Tor Project; Synthea; Standard Energy Efficiency Data Platform; Atix Labs,,Pombola,pombola,mySociety,Digital Government Platform Tracker,,
1776,State and Democracy (Good Governance),,,,,,,,,,CONSUL,consul,,Digital Government Platform Tracker,,
1777,State and Democracy (Good Governance),,,,,,,,,,Better Reykjavík,better_reykjavk,,Digital Government Platform Tracker,,
1778,"Digital, Data, and Technology",State and Democracy (Good Governance),,Data Management and Policy,Transition,Transparency and accountability ,,,Gobierto,,Gobierto,gobierto,,Digital Government Platform Tracker,,
1779,State and Democracy (Good Governance),"Digital, Data, and Technology",,Transition,Platform Creation,Democracy and the rule of law,,,MET Norway Weather API; Vota Inteligente,,Join,join,,Digital Government Platform Tracker,,
1780,State and Democracy (Good Governance),,,,,,,,,,vTaiwan,vtaiwan,,Digital Government Platform Tracker,,
1781,State and Democracy (Good Governance),,,,,,,,,,Pol.is,polis,,Digital Government Platform Tracker,,
1782,"Digital, Data, and Technology",,,Data Collection,,,,,Ushahidi; formhub; Open Food Facts; Open Food Source; Standard Energy Efficiency Data Platform; Atix Labs; Mobile WACh,,0archive,0archive,,Digital Government Platform Tracker,,
1783,State and Democracy (Good Governance),,,,,,,,,,CoFacts,cofacts,,Digital Government Platform Tracker,,
1784,State and Democracy (Good Governance),,,,,,,,,,Government Budget Visualization,government_budget_visualization,,Digital Government Platform Tracker,,
1785,State and Democracy (Good Governance),,,,,,,,,,Campaign Finance crowdsourcing,campaign_finance_crowdsourcing,,Digital Government Platform Tracker,,
1786,State and Democracy (Good Governance),,,,,,,,,,Legislator Voting Guide,legislator_voting_guide,,Digital Government Platform Tracker,,
1787,State and Democracy (Good Governance),,,,,,,,,,iVoting,ivoting,,Digital Government Platform Tracker,,
1788,"Digital, Data, and Technology",State and Democracy (Good Governance),,Platform Creation,Freedom of speech and access to information,,,,Alaveteli,,Alaveteli,alaveteli,mySociety,Digital Government Platform Tracker,,
1789,State and Democracy (Good Governance),,,,,,,,,,Gov.UK Notify,govuk_notify,,Digital Government Platform Tracker,,
1790,"Digital, Data, and Technology",State and Democracy (Good Governance),,Transition,Data Management and Policy,,,,X-Road,,X-Tee (X-Road),xtee_xroad,Nordic Institute for Interoperability Solutions (NIIS),Digital Government Platform Tracker,,
1791,"Digital, Data, and Technology",Health,,Data Management and Policy,,,,,MET Norway Weather API; Vota Inteligente; AgroSense,,Telematics Infrastructure,telematics_infrastructure,,Digital Government Platform Tracker,,
1792,State and Democracy (Good Governance),"Digital, Data, and Technology",,Transition,Platform Creation,Democracy and the rule of law,Media and Communication,,MET Norway Weather API; Vota Inteligente,,Mobile Seva,mobile_seva,,Digital Government Platform Tracker,,
1793,State and Democracy (Good Governance),,,,,,,,,,National Urban Innovation Stack,national_urban_innovation_stack,,Digital Government Platform Tracker,,
1794,State and Democracy (Good Governance),,,,,,,,,,India Urban Data Exchange (IUDX),india_urban_data_exchange_iudx,,Digital Government Platform Tracker,,
1795,State and Democracy (Good Governance),,,,,,,,,,mHero,mhero,,Digital Government Platform Tracker,,
1796,State and Democracy (Good Governance),,,Transition,,,,,MET Norway Weather API; Open Concept Lab; Vota Inteligente,,Application Programming Interface Exchange (APEX),application_programming_interfac,Government Technology Agency of Singapore,Digital Government Platform Tracker,,
1797,State and Democracy (Good Governance),,,,,,,,,,Data.gov.sg,datagovsg,,Digital Government Platform Tracker,,
1798,State and Democracy (Good Governance),,,,,,,,,,Singapore Government Design System,singapore_government_design_syst,,Digital Government Platform Tracker,,
1799,State and Democracy (Good Governance),,,,,,,,,,Citizen Access to Administration Files (ACCEDA),citizen_access_to_administration,,Digital Government Platform Tracker,,
1800,State and Democracy (Good Governance),Economics and Finance,,Transition,Economic Policy and Trade,,,,MET Norway Weather API; Vota Inteligente,,CPT Single Window,cpt_single_window,,Digital Government Platform Tracker,,
1801,"Digital, Data, and Technology",Health,,Data Collection,Data Management and Policy,,,,Open Data Kit,,Open Data Kit (ODK),open_data_kit_odk,Nafundi,Digital Government Platform Tracker,,
1802,State and Democracy (Good Governance),,,Transition,,,,,MET Norway Weather API; Vota Inteligente,,Smart NID,smart_nid,,Digital Government Platform Tracker,,
1803,State and Democracy (Good Governance),,,,,,,,,,Mobile eID Solution (m-ID),mobile_eid_solution_mid,,Digital Government Platform Tracker,,
1804,State and Democracy (Good Governance),,,Transition,,,,,MET Norway Weather API; Vota Inteligente,,Aadhaar,aadhaar,,Digital Government Platform Tracker,,
1805,State and Democracy (Good Governance),,,Transition,,,,,MET Norway Weather API; Vota Inteligente,,Paperless Offline eKYC,paperless_offline_ekyc,,Digital Government Platform Tracker,,
1806,State and Democracy (Good Governance),,,Transition,,,,,MET Norway Weather API; Vota Inteligente,,eSign,esign,,Digital Government Platform Tracker,,
1807,State and Democracy (Good Governance),"Digital, Data, and Technology",,Transition,Platform Creation,,,,MET Norway Weather API; Vota Inteligente,,DigiLocker,digilocker,,Digital Government Platform Tracker,,
1808,State and Democracy (Good Governance),"Digital, Data, and Technology",,Transition,Platform Creation,,,,MET Norway Weather API; Vota Inteligente,,National Registration and Identification System Project,national_registration_and_identi,USAID,Digital Government Platform Tracker,,
1809,State and Democracy (Good Governance),"Digital, Data, and Technology",,Transition,Platform Creation,,,,MET Norway Weather API; Vota Inteligente,,MyKad,mykad,,Digital Government Platform Tracker,,
1810,State and Democracy (Good Governance),,,Transition,,,,,MET Norway Weather API; Vota Inteligente,,OS City,os_city,,Digital Government Platform Tracker,,
1811,"Digital, Data, and Technology",,,Platform Creation,,,,,MOSIP,,MOSIP,mosip,Bill & Melinda Gates Foundation,Digital Government Platform Tracker,,
1812,State and Democracy (Good Governance),"Digital, Data, and Technology",,Transition,Platform Creation,,,,MET Norway Weather API; Vota Inteligente,,eID,eid,,Digital Government Platform Tracker,,
1813,State and Democracy (Good Governance),"Digital, Data, and Technology",,Transition,Platform Creation,,,,MET Norway Weather API; Vota Inteligente,,Computerised National ID Card (CNIC),computerised_national_id_card_cn,,Digital Government Platform Tracker,,
1814,State and Democracy (Good Governance),,,,,,,,,,National Digital Identity,national_digital_identity,,Digital Government Platform Tracker,,
1815,State and Democracy (Good Governance),"Digital, Data, and Technology",,Transition,Data Security,,,,@firma,,Firma,firma,Goverment of Spain,Digital Government Platform Tracker,,
1816,State and Democracy (Good Governance),,,,,,,,,,Verify,verify,,Digital Government Platform Tracker,,
1817,State and Democracy (Good Governance),"Digital, Data, and Technology",Economics and Finance,Transition,Platform Creation,Payments,,,MET Norway Weather API; Vota Inteligente,,bKash,bkash,World Bank,Digital Government Platform Tracker,,
1818,Economics and Finance,,,Payments,,,,,Sempo,,Sempo Cash Transfer Platform,sempo_cash_transfer_platform,Mercy Corps,Digital Government Platform Tracker,,
1819,State and Democracy (Good Governance),"Digital, Data, and Technology",Economics and Finance,Transition,Platform Creation,Payments,,,MET Norway Weather API; Vota Inteligente,,Unified Payments Interface (UPI),unified_payments_interface_upi,,Digital Government Platform Tracker,,
1820,State and Democracy (Good Governance),"Digital, Data, and Technology",Economics and Finance,Transition,Platform Creation,Payments,,,MET Norway Weather API; Vota Inteligente,,Bharat Interface for Money (BHIM),bharat_interface_for_money_bhim,,Digital Government Platform Tracker,,
1821,"Digital, Data, and Technology",Economics and Finance,,Platform Creation,Payments,,,,MET Norway Weather API; Vota Inteligente,,BharatQR,bharatqr,,Digital Government Platform Tracker,,
1822,"Digital, Data, and Technology",Economics and Finance,,Platform Creation,Payments,,,,MET Norway Weather API; Vota Inteligente,,National Unified USSD Platform (NUUP),national_unified_ussd_platform_n,,Digital Government Platform Tracker,,
1823,"Digital, Data, and Technology",Economics and Finance,,Platform Creation,Payments,,,,MET Norway Weather API; Vota Inteligente,,RuPay Contactless,rupay_contactless,,Digital Government Platform Tracker,,
1824,"Digital, Data, and Technology",Economics and Finance,,Platform Creation,Payments,,,,MET Norway Weather API; Vota Inteligente,,Immediate Payment Service (IMPS),immediate_payment_service_imps,,Digital Government Platform Tracker,,
